Survey,Year,Quarter,Ship,Gear,HaulNo,ShootLat,ShootLon,DateTime,Depth,Area,Subarea,DayNight,AphiaID,Species,Sex,Age_0,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,DateofCalculation
SWC-IBTS,1989,1,SCO2,GOV,12,57.8055,-5.9787,05/03/1989 17:35:00,145,43,44E4,N,126438,Merlangius merlangus,-9,0,18,0.393,1.964,0.643,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,13,58.6508,-4.3202,06/03/1989 08:26:00,93,40,46E5,D,126438,Merlangius merlangus,-9,0,13,3.5,17,11,0.5,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,16,59.3833,-4.0667,06/03/1989 20:25:00,112,40,47E5,N,126438,Merlangius merlangus,-9,0,0,4.5,14,5,0.5,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,17,57.15,-6.9833,07/03/1989 17:15:00,128,45,43E3,D,126438,Merlangius merlangus,-9,0,11,0,2,1,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,18,56.9833,-6.9833,07/03/1989 19:25:00,130,45,42E3,N,126438,Merlangius merlangus,-9,0,17.667,1.667,4.667,0,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,19,55.2667,-5.2333,08/03/1989 10:32:00,45,46,39E4,D,126438,Merlangius merlangus,-9,0,341,36,5,3,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,20,55.45,-4.8,08/03/1989 14:08:00,67,46,39E5,D,126438,Merlangius merlangus,-9,0,462.167,2.833,2,0,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,21,55.5,-4.85,08/03/1989 17:10:00,70,46,40E5,D,126438,Merlangius merlangus,-9,0,23.667,1.333,0,0,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,23,55.3463,-6.7503,09/03/1989 11:38:00,75,47,39E3,D,126438,Merlangius merlangus,-9,0,6.75,0.75,3.5,0,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,24,55.45,-7.4833,09/03/1989 15:58:00,57,47,39E2,D,126438,Merlangius merlangus,-9,0,22.75,8.417,19.667,2.833,0.333,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,26,55.45,-9.2,11/03/1989 10:17:00,107,47,39E0,D,126438,Merlangius merlangus,-9,0,0,0.25,0.5,0.25,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,27,56.221,-8.2932,11/03/1989 17:35:00,164,44,41E1,D,126438,Merlangius merlangus,-9,0,1.2,23.729,80.001,28.708,12.929,3.433,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,29,57.8167,-5.9833,12/03/1989 08:33:00,155,43,44E4,D,126438,Merlangius merlangus,-9,0,36.048,0.31,2.143,0.5,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,30,57.9255,-6.1935,12/03/1989 11:21:00,70,43,44E3,D,126438,Merlangius merlangus,-9,0,662.571,5.664,10.279,0.486,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,32,58.436,-6.0172,12/03/1989 20:45:00,97,43,45E3,N,126438,Merlangius merlangus,-9,0,112.381,10.54,14.736,0.343,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,33,56.6167,-7.35,14/03/1989 20:40:00,175,45,42E2,N,126438,Merlangius merlangus,-9,0,6.667,4,16.333,1,1,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,34,56.4333,-6.6833,15/03/1989 08:24:00,89,45,41E3,D,126438,Merlangius merlangus,-9,0,50,1.667,2.333,0,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,35,55.9792,-6.645,15/03/1989 12:20:00,56,47,40E3,D,126438,Merlangius merlangus,-9,0,5,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,36,55.85,-7.8,15/03/1989 18:45:00,138,47,40E2,N,126438,Merlangius merlangus,-9,0,34.667,60.417,147.333,1.583,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,37,55.8833,-8.15,15/03/1989 22:28:00,171,47,40E1,N,126438,Merlangius merlangus,-9,0,14.833,12.417,35.167,2.25,1.333,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,38,55.7833,-9.1,16/03/1989 08:23:00,141,47,40E0,D,126438,Merlangius merlangus,-9,0,0,0,0,3.333,1.667,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,39,56.0333,-9.0667,16/03/1989 12:30:00,155,44,41E0,D,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,40,56.75,-8.5333,16/03/1989 19:47:00,105,44,42E1,N,126438,Merlangius merlangus,-9,0,0.6,26.708,92.382,35.639,19.776,3.895,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,41,56.8,-9.0333,17/03/1989 08:24:00,174,44,42E0,D,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,42,57.3,-8.48,17/03/1989 13:43:00,140,44,43E1,D,126438,Merlangius merlangus,-9,0,3.8,52.247,111.154,18.133,3.381,0.286,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,43,57.45,-9.0833,17/03/1989 18:36:00,138,44,43E0,N,126438,Merlangius merlangus,-9,0,0,5.825,22.037,6.9,3.919,1.319,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,44,57.65,-8.5,18/03/1989 08:30:00,154,44,44E1,D,126438,Merlangius merlangus,-9,0,1.2,24.003,50.13,0.667,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,45,58.0278,-9.07,18/03/1989 14:03:00,175,44,45E0,D,126438,Merlangius merlangus,-9,0,0,2.813,6.018,3.288,3.238,0.643,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,46,58.3222,-8.4742,18/03/1989 17:32:00,160,44,45E1,D,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,48,59.1833,-6.2833,19/03/1989 08:34:00,130,42,47E3,D,126438,Merlangius merlangus,-9,0,0.6,10.714,24.19,19.929,2.9,0.667,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,49,59.3167,-5.3167,19/03/1989 15:22:00,108,42,47E4,D,126438,Merlangius merlangus,-9,0,9.9,319.486,352.243,210.738,33.3,3.333,0,0,0,0,
SWC-IBTS,1989,1,SCO2,GOV,50,59.5,-5.3833,19/03/1989 18:05:00,104,41,48E4,N,126438,Merlangius merlangus,-9,0,0,1,10.5,5.5,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,3,59.4167,-4.35,02/03/1990 20:25:00,126,40,47E5,N,126438,Merlangius merlangus,-9,0,19,397,4,7,2,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,4,58.6667,-4.1333,03/03/1990 08:37:00,81,40,46E5,D,126438,Merlangius merlangus,-9,0,6,26.5,3,1,2.5,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,5,58.4333,-6.0167,04/03/1990 08:30:00,86,43,45E3,D,126438,Merlangius merlangus,-9,0,125.042,3.792,0.167,0,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,6,58.4,-5.55,04/03/1990 11:25:00,110,43,45E4,D,126438,Merlangius merlangus,-9,0,33.778,1.222,0,0,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,7,58.2833,-6,04/03/1990 15:36:00,110,43,45E3,D,126438,Merlangius merlangus,-9,0,145.194,8.606,0.867,0,0.333,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,8,57.9833,-6.25,05/03/1990 08:30:00,87,43,44E3,D,126438,Merlangius merlangus,-9,0,91.333,3.1,0.567,1,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,9,58,-5.8,05/03/1990 11:19:00,122,43,45E4,D,126438,Merlangius merlangus,-9,0,153.347,4.153,1.167,0,1.333,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,10,57.8167,-5.9667,05/03/1990 15:29:00,150,43,44E4,D,126438,Merlangius merlangus,-9,0,19.958,2.375,0.667,1,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,11,58.65,-7.2333,06/03/1990 08:20:00,97,44,46E2,D,126438,Merlangius merlangus,-9,0,23,43.6,23.6,37.55,8.75,1.5,0,1,0,0,
SWC-IBTS,1990,1,SCO2,GOV,13,58.8167,-6.2833,06/03/1990 17:50:00,125,42,46E3,N,126438,Merlangius merlangus,-9,0,38.333,44.5,1.5,1.667,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,14,59.2,-6.2667,06/03/1990 21:32:00,124,42,47E3,N,126438,Merlangius merlangus,-9,0,2.75,136.417,122,114.833,53,2,1,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,15,57.15,-6.9833,07/03/1990 14:46:00,130,45,43E3,D,126438,Merlangius merlangus,-9,0,9,0.75,0.25,0.5,0.5,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,16,56.95,-6.9833,07/03/1990 17:25:00,130,45,42E3,D,126438,Merlangius merlangus,-9,0,97,0.667,0,0,0.333,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,17,56.6833,-7.3167,07/03/1990 20:46:00,117,45,42E2,N,126438,Merlangius merlangus,-9,0,95.5,6.917,1.25,3.5,1.833,1,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,18,56.3167,-8.2667,08/03/1990 08:56:00,152,44,41E1,D,126438,Merlangius merlangus,-9,0,19.6,19.75,34.967,63.1,23.25,5.333,0.5,1.5,0,0,
SWC-IBTS,1990,1,SCO2,GOV,20,56.0833,-8.9833,08/03/1990 16:34:00,145,44,41E1,D,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,21,55.8667,-9.0167,08/03/1990 19:03:00,137,47,40E0,N,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,22,55.4667,-4.7833,09/03/1990 11:07:00,57,46,39E5,D,126438,Merlangius merlangus,-9,0,1434.5,21,0.5,0,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,24,55.2,-5.2333,09/03/1990 16:02:00,48,46,39E4,D,126438,Merlangius merlangus,-9,0,699.5,37.5,1,1,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,25,55.45,-7.4333,10/03/1990 08:30:00,52,47,39E2,D,126438,Merlangius merlangus,-9,0,62.333,10.167,0.833,3.667,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,26,55.8167,-7.6833,10/03/1990 12:45:00,140,47,40E2,D,126438,Merlangius merlangus,-9,0,284,123.5,1.833,4.667,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,27,55.9167,-8.1333,10/03/1990 16:39:00,150,47,40E1,D,126438,Merlangius merlangus,-9,0,3.667,1.333,0.333,0.667,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,28,56.4167,-7.4167,10/03/1990 21:32:00,115,45,41E2,N,126438,Merlangius merlangus,-9,0,165.5,33,18.5,20.5,5.5,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,29,58.0167,-5.7667,11/03/1990 08:50:00,128,43,45E4,D,126438,Merlangius merlangus,-9,0,98.597,3.236,0.167,0,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,30,58.3833,-5.9667,11/03/1990 18:45:00,115,43,45E4,N,126438,Merlangius merlangus,-9,0,452.819,20.614,2.233,3,0.333,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,31,58.3667,-5.95,11/03/1990 21:05:00,115,43,45E4,N,126438,Merlangius merlangus,-9,0,295.458,23.675,2.867,0,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,33,58.6833,-4.15,14/03/1990 11:40:00,105,40,46E5,D,126438,Merlangius merlangus,-9,0,25.667,28.333,0,3,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,39,59.75,-4.0667,16/03/1990 13:10:00,125,41,48E5,D,126438,Merlangius merlangus,-9,0,2,842,169,440,109,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,40,59.5,-5.4,16/03/1990 21:55:00,102,41,48E4,N,126438,Merlangius merlangus,-9,0,0.5,9,9.5,20.5,10.5,1,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,41,59.3333,-5.2833,17/03/1990 08:37:00,108,42,47E4,D,126438,Merlangius merlangus,-9,0,16.917,100.583,1.5,2,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,42,58.7167,-5.3667,17/03/1990 18:15:00,90,42,46E4,N,126438,Merlangius merlangus,-9,0,9.833,17.25,0,0.917,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,43,58.4,-5.55,17/03/1990 22:27:00,112,43,45E4,N,126438,Merlangius merlangus,-9,0,113.667,6.133,0.2,0,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,44,58.3,-7.3833,18/03/1990 08:20:00,80,44,45E2,D,126438,Merlangius merlangus,-9,0,275.2,178.15,14.85,12.05,0.75,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,46,58.1,-8.95,18/03/1990 18:17:00,175,44,45E1,N,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,47,57.6667,-8.85,18/03/1990 10:33:00,120,44,44E1,D,126438,Merlangius merlangus,-9,0,37.6,32.4,7,10,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,48,57.25,-8.5667,19/03/1990 15:17:00,140,44,43E1,D,126438,Merlangius merlangus,-9,0,2,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,49,56.7833,-8.5167,19/03/1990 20:45:00,124,44,42E1,N,126438,Merlangius merlangus,-9,0,19,43.7,51.15,88.317,16.5,4,1,2.333,0,0,
SWC-IBTS,1990,1,SCO2,GOV,50,56.4167,-6.7333,20/03/1990 08:35:00,83,45,41E3,D,126438,Merlangius merlangus,-9,0,2117,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1990,1,SCO2,GOV,51,56.0167,-6.6167,20/03/1990 13:10:00,61,45,41E3,D,126438,Merlangius merlangus,-9,0,95,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,3,59.2167,-4.25,27/02/1991 17:58:00,100,40,47E5,N,126438,Merlangius merlangus,-9,0,5,7.5,17.5,0,0,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,5,58.8167,-6.2667,28/02/1991 08:35:00,121,42,46E3,D,126438,Merlangius merlangus,-9,0,24.75,35.071,79.136,1.214,4.429,0.4,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,6,58.6833,-7.2,28/02/1991 12:50:00,100,44,46E2,D,126438,Merlangius merlangus,-9,0,6.4,20.8,30.643,2.786,3.905,0.667,0.8,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,7,58.3667,-7.35,28/02/1991 15:00:00,95,44,45E2,D,126438,Merlangius merlangus,-9,0,38.2,55.267,29.733,2,1.467,1.333,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,10,58.0667,-9,01/03/1991 08:32:00,180,44,45E0,D,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,11,58,-8.8833,01/03/1991 10:54:00,160,44,45E1,D,126438,Merlangius merlangus,-9,0,1.25,5.25,33.471,5.31,7.152,1.167,0.4,0,1,0,
SWC-IBTS,1991,1,SCO2,GOV,12,57.6667,-8.5167,01/03/1991 14:07:00,150,44,44E1,D,126438,Merlangius merlangus,-9,0,20.7,42.5,60.686,4.571,9.543,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,13,57.5833,-9.05,01/03/1991 17:36:00,150,44,44E0,N,126438,Merlangius merlangus,-9,0,2.4,55.633,299.2,43.833,56.7,15.5,3.4,0,3.333,0,
SWC-IBTS,1991,1,SCO2,GOV,14,57.3167,-8.5,01/03/1991 21:09:00,146,44,43E1,N,126438,Merlangius merlangus,-9,0,17.7,107.7,191.614,15.762,19.107,2.917,0.2,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,15,56.8,-9.05,02/03/1991 08:27:00,180,44,42E0,D,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,17,56.5333,-9,03/03/1991 13:54:00,140,44,42E0,D,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,18,56.3,-8.3833,03/03/1991 17:20:00,140,44,41E1,D,126438,Merlangius merlangus,-9,0,0,0.833,9.281,2.762,2.557,1.5,0.4,0,0.667,0,
SWC-IBTS,1991,1,SCO2,GOV,19,55.85,-7.7833,03/03/1991 21:11:00,140,47,40E2,N,126438,Merlangius merlangus,-9,0,38.75,57.083,6.583,0.333,0.25,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,20,55.4667,-4.7833,04/03/1991 11:28:00,56,46,39E5,D,126438,Merlangius merlangus,-9,0,2100,57.667,4,0.333,0,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,21,55.3,-5.1833,04/03/1991 14:00:00,50,46,39E4,D,126438,Merlangius merlangus,-9,0,5425.6,268.767,18.3,2.333,0,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,23,55.45,-7.4833,05/03/1991 08:19:00,56,47,39E2,D,126438,Merlangius merlangus,-9,0,16.933,15.033,1.533,0,1.833,0.667,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,24,55.3333,-8.5,05/03/1991 13:00:00,90,47,39E1,D,126438,Merlangius merlangus,-9,0,114.2,127.85,32.95,2,10.667,1.333,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,25,55.45,-9.2,05/03/1991 17:55:00,110,47,39E0,N,126438,Merlangius merlangus,-9,0,0,5.933,2.483,0.333,1.417,0.333,0.5,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,26,55.8,-9,05/03/1991 21:12:00,134,47,40E0,N,126438,Merlangius merlangus,-9,0,0,0.5,0.25,0,0.75,0,0.5,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,27,55.95,-6.6833,06/03/1991 08:20:00,64,47,40E3,D,126438,Merlangius merlangus,-9,0,448.333,1.5,0.167,0,0,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,28,56.4133,-6.7,06/03/1991 12:22:00,90,45,41E3,D,126438,Merlangius merlangus,-9,0,497.75,1.25,0,0,0,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,29,56.45,-7.4667,06/03/1991 15:55:00,125,45,41E2,D,126438,Merlangius merlangus,-9,0,387.917,28.75,5.333,0,0,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,30,56.6167,-7.3667,06/03/1991 18:08:00,172,45,42E2,N,126438,Merlangius merlangus,-9,0,148,16.5,3,2.5,2,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,31,56.9333,-7.0833,06/03/1991 21:10:00,135,45,42E2,N,126438,Merlangius merlangus,-9,0,65.417,2.25,0.833,0.5,0,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,33,57.9833,-6.25,08/03/1991 14:34:00,100,43,44E3,D,126438,Merlangius merlangus,-9,0,590.536,16.397,1.067,0,0,2,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,34,57.1758,-6.9773,08/03/1991 20:10:00,124,45,43E3,N,126438,Merlangius merlangus,-9,0,68.25,1.75,0,0,0,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,35,57.7167,-5.9833,09/03/1991 08:17:00,150,43,44E4,D,126438,Merlangius merlangus,-9,0,89.577,1.423,0,0,0,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,36,58,-5.7833,09/03/1991 10:52:00,118,43,45E4,D,126438,Merlangius merlangus,-9,0,713.819,8.981,0.2,1,1,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,37,58.2499,-5.9801,09/03/1991 15:55:00,120,43,45E4,D,126438,Merlangius merlangus,-9,0,437.159,13.074,1.517,0,0,0.25,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,38,58.3667,-5.95,09/03/1991 17:43:00,85,43,45E4,N,126438,Merlangius merlangus,-9,0,819.833,33.033,12.883,0,0,0.25,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,39,58.4,-5.6833,09/03/1991 20:12:00,111,43,45E4,N,126438,Merlangius merlangus,-9,0,85.168,10.949,2.425,0,0.333,0.125,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,40,58.6667,-4.35,10/03/1991 08:17:00,90,40,46E5,D,126438,Merlangius merlangus,-9,0,97,7.5,28.5,0,1,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,42,59.2,-6.25,10/03/1991 19:18:00,124,42,47E3,N,126438,Merlangius merlangus,-9,0,0.75,10.143,53.045,2.083,10.179,2.8,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,43,59.1667,-5.9833,10/03/1991 21:58:00,105,42,47E4,N,126438,Merlangius merlangus,-9,0,7.25,30.161,76.956,1.631,6.202,0.8,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,44,59.5,-5.4,11/03/1991 08:22:00,100,41,48E4,D,126438,Merlangius merlangus,-9,0,0,0,16,3.25,2.417,1.333,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,46,59.7888,-4.512,11/03/1991 15:06:00,100,41,48E5,D,126438,Merlangius merlangus,-9,0,0,1,21,0.833,2.167,1,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,53,58.7833,-5.0833,13/03/1991 09:26:00,100,42,46E4,D,126438,Merlangius merlangus,-9,0,11,4.25,1.75,0,0,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,54,59.1683,-5.9852,13/03/1991 14:36:00,100,42,47E4,D,126438,Merlangius merlangus,-9,0,9.25,33.232,85.089,1.048,5.381,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,55,59.2,-6.25,13/03/1991 17:26:00,125,42,47E3,D,126438,Merlangius merlangus,-9,0,1.625,23.643,116.799,4.893,14.44,2.6,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,56,58.8333,-6.272,13/03/1991 21:25:00,121,42,46E3,N,126438,Merlangius merlangus,-9,0,86.25,73.143,145.736,4.119,18.952,2.8,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,57,57.7055,-5.9685,14/03/1991 08:23:00,140,43,44E4,D,126438,Merlangius merlangus,-9,0,314.192,2.808,0,0,0,0,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,58,57.9167,-6.2,14/03/1991 10:33:00,78,43,44E3,D,126438,Merlangius merlangus,-9,0,883.729,28.104,6.917,0,1,0.25,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,59,58,-5.8,14/03/1991 13:14:00,102,43,45E4,D,126438,Merlangius merlangus,-9,0,430.086,7.564,0.892,0,0.333,0.125,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,60,58.3167,-5.865,14/03/1991 15:45:00,110,43,45E4,D,126438,Merlangius merlangus,-9,0,410.936,11.581,1.358,0,0,0.125,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,61,58.43,-6.05,14/03/1991 17:50:00,90,43,45E3,D,126438,Merlangius merlangus,-9,0,358.603,22.564,4.917,0,1.667,0.25,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,62,58.3833,-5.6667,14/03/1991 19:52:00,110,43,45E4,N,126438,Merlangius merlangus,-9,0,66.426,6.824,1.625,0,0,0.125,0,0,0,0,
SWC-IBTS,1991,1,SCO2,GOV,63,58.5433,-5.8833,14/03/1991 22:16:00,114,42,46E4,N,126438,Merlangius merlangus,-9,0,534.75,70.054,21.958,0.429,1.81,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,3,58.7132,-4.4333,02/03/1992 22:50:00,80,40,46E5,N,126438,Merlangius merlangus,-9,0,310,25,4,0,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,4,58.5833,-5.6333,03/03/1992 08:16:00,127,42,46E4,D,126438,Merlangius merlangus,-9,0,517,6,0.333,1.667,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,5,58.2833,-5.9333,03/03/1992 11:38:00,115,43,45E4,D,126438,Merlangius merlangus,-9,0,1337.403,6.204,1.393,1,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,6,58.35,-5.95,03/03/1992 13:54:00,110,43,45E4,D,126438,Merlangius merlangus,-9,0,2938.572,34.042,5.386,2,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,7,58.3833,-5.7167,03/03/1992 16:45:00,110,43,45E4,D,126438,Merlangius merlangus,-9,0,362.997,18.817,3.852,1.333,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,8,58.0667,-5.7,03/03/1992 22:10:00,90,43,45E4,N,126438,Merlangius merlangus,-9,0,471.831,11.769,0.4,0,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,9,57.7333,-5.9167,04/03/1992 08:03:00,155,43,44E4,D,126438,Merlangius merlangus,-9,0,67.847,2.01,3.81,0.333,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,10,57.9333,-6.2525,04/03/1992 10:50:00,96,43,44E3,D,126438,Merlangius merlangus,-9,0,981.781,9.727,2.16,1.333,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,11,56.45,-6.7,05/03/1992 15:15:00,108,45,41E3,D,126438,Merlangius merlangus,-9,0,1587.6,5.067,0.333,0,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,12,55.9333,-6.6833,05/03/1992 19:53:00,54,47,40E3,N,126438,Merlangius merlangus,-9,0,619.933,6.067,0,0,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,13,55.4333,-4.8833,06/03/1992 08:11:00,67,46,39E5,D,126438,Merlangius merlangus,-9,0,969,207.817,22.933,1.25,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,14,55.2167,-5.2,06/03/1992 11:41:00,47,46,39E4,D,126438,Merlangius merlangus,-9,0,1376.4,74.5,6.85,0.25,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,15,55.45,-7.4833,06/03/1992 19:31:00,53,47,39E2,N,126438,Merlangius merlangus,-9,0,983.9,312.117,41.717,21.35,0.667,1.25,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,16,55.35,-8.4,07/03/1992 08:10:00,90,47,39E1,D,126438,Merlangius merlangus,-9,0,301.167,587.433,154.083,156.9,4.5,6.917,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,17,55.4833,-9.2833,07/03/1992 13:12:00,135,47,39E0,D,126438,Merlangius merlangus,-9,0,2.667,5.2,1.1,1.367,0.333,0.333,0,0,0,0,
